CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,imcome_cat,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
766649283,0,49,F,3,Graduate,Divorced,Unknown,Blue,42,2,2,3,14072.0,1917.0,12155.0,,13432.0,,0.981,0.136
766673433,0,45,M,4,Unknown,Married,$80K - $120K,Blue,38,2,3,3,3798.0,1570.0,2228.0,0.916,4512.0,,,0.413
766706358,0,39,F,2,Unknown,Married,Less than $40K,Blue,32,6,3,0,2524.0,1395.0,1129.0,1.048,1800.0,,0.5,0.553
766769058,0,51,M,1,Graduate,Single,$40K - $60K,Gold,44,3,3,3,22722.0,1790.0,20932.0,0.813,15817.0,,,0.079
766795983,0,46,F,1,Unknown,Single,Less than $40K,Blue,40,4,2,2,1438.3,0.0,1438.3,,4692.0,,0.596,0.0
766946058,0,51,F,2,Unknown,Unknown,$40K - $60K,Blue,44,4,6,4,5489.0,1665.0,3824.0,,4010.0,,0.786,0.303
767005683,0,60,M,0,Unknown,Single,$40K - $60K,Blue,46,6,2,1,1781.0,1551.0,230.0,0.722,3527.0,,,0.871
767023308,0,35,M,3,College,Unknown,$80K - $120K,Silver,29,2,2,2,34516.0,0.0,34516.0,0.758,12847.0,,0.738,0.0
767036433,0,56,,1,Graduate,Married,Less than $40K,Blue,49,5,1,0,5097.0,1152.0,3945.0,,2052.0,45.0,0.607,0.226
767049258,0,44,M,4,High School,Single,,Blue,37,5,3,3,8396.0,1672.0,6724.0,0.602,1475.0,,0.75,0.199
767058183,0,53,F,1,Graduate,Divorced,Less than $40K,Blue,46,5,4,3,3424.0,1333.0,2091.0,0.667,4485.0,,0.694,0.389
767093133,0,52,F,2,Unknown,Married,Unknown,Blue,45,2,2,1,3192.0,0.0,3192.0,,,,0.739,0.0
767114958,0,65,M,0,Uneducated,Single,Less than $40K,Blue,56,4,2,2,3226.0,2073.0,1153.0,1.035,3250.0,70.0,0.591,
767197983,0,52,F,2,High School,Single,Less than $40K,Blue,45,1,1,1,4209.0,0.0,4209.0,,,83.0,0.694,0.0
767243208,0,42,F,3,Graduate,Single,Less than $40K,Blue,35,3,2,2,2555.0,,968.0,,4193.0,79.0,0.881,
767266758,1,41,F,2,High School,Single,Less than $40K,Blue,34,1,3,4,1661.0,,1661.0,0.786,2473.0,49.0,,0.0
767269908,0,36,M,2,College,Married,,Blue,29,6,3,2,3158.0,0.0,3158.0,1.209,2973.0,63.0,0.969,0.0
767280633,0,46,F,2,Graduate,Unknown,Less than $40K,Blue,39,5,2,2,3003.0,1454.0,1549.0,0.595,4378.0,,0.548,
767294658,1,56,M,2,College,Single,$120K +,Blue,50,2,2,3,16867.0,0.0,16867.0,0.885,654.0,,0.4,
767311008,0,41,M,1,Graduate,Divorced,,Blue,35,6,2,3,19412.0,770.0,18642.0,,1576.0,41.0,0.952,
767333808,0,50,F,2,Graduate,Unknown,Less than $40K,Blue,43,5,3,4,3424.0,0.0,3424.0,,4929.0,,0.574,0.0
767348733,0,56,,2,Unknown,Married,$60K - $80K,Blue,49,3,3,3,4058.0,793.0,3265.0,0.758,15865.0,105.0,0.667,0.195
767376483,0,27,F,1,College,Married,Less than $40K,Blue,20,5,3,3,1893.0,0.0,1893.0,,5176.0,91.0,0.784,0.0
767388783,0,43,M,3,High School,Married,$60K - $80K,Blue,36,3,3,1,9560.0,0.0,9560.0,0.802,4601.0,66.0,0.571,
767404083,1,52,M,2,Graduate,Single,$60K - $80K,Blue,45,2,3,3,3460.0,0.0,3460.0,,2355.0,47.0,0.621,
767414808,0,57,F,0,Uneducated,Married,Less than $40K,Blue,51,2,3,3,6996.0,,4904.0,,15017.0,120.0,0.765,0.299
767488908,0,41,M,4,Unknown,Married,$80K - $120K,Blue,35,4,2,3,3497.0,0.0,3497.0,0.696,4345.0,72.0,0.756,0.0
767523933,0,53,M,3,High School,Single,,Blue,45,4,1,0,15583.0,0.0,15583.0,0.873,3938.0,,1.091,0.0
767553333,1,45,M,3,Graduate,Single,$80K - $120K,Blue,39,1,3,3,8383.0,,8383.0,0.809,,44.0,0.517,0.0
767574108,0,49,F,1,College,Married,Less than $40K,Blue,43,4,3,2,1438.3,786.0,652.3,0.609,,,0.561,
767587833,0,44,M,3,Unknown,Single,$120K +,Blue,37,3,1,5,3650.0,,1138.0,0.739,,75.0,0.471,
767653233,0,48,M,3,Graduate,Married,$60K - $80K,Blue,42,6,1,3,6085.0,930.0,5155.0,1.307,3154.0,,0.967,
767668908,1,46,,3,Graduate,Married,Unknown,Blue,40,3,4,3,13095.0,1836.0,11259.0,,1552.0,32.0,0.185,0.14
767687208,0,31,M,2,Unknown,Single,,Blue,24,6,3,3,34516.0,,33336.0,0.801,2329.0,69.0,,0.034
767695083,0,50,M,2,Graduate,Married,$80K - $120K,Blue,44,3,3,0,4589.0,,4589.0,0.845,1590.0,37.0,0.37,0.0
767753958,0,37,M,3,Graduate,Unknown,$40K - $60K,Blue,31,6,1,2,8504.0,1956.0,6548.0,,1881.0,51.0,0.417,0.23
767784708,1,48,M,0,Doctorate,Married,$60K - $80K,Blue,41,2,3,4,7277.0,504.0,6773.0,0.582,2356.0,,0.29,0.069
767802483,0,44,,4,College,Single,$60K - $80K,Blue,38,6,3,3,5005.0,969.0,4036.0,,5066.0,,,0.194
767815233,0,46,F,3,College,Married,Less than $40K,Blue,40,6,4,2,1438.3,0.0,1438.3,,,88.0,0.833,0.0
767835558,0,42,F,2,Unknown,Married,,Blue,36,5,1,3,5928.0,2517.0,3411.0,0.817,3536.0,69.0,,0.425
767958933,0,40,M,4,College,Married,,Silver,34,3,2,1,15471.0,1291.0,14180.0,0.651,3993.0,,,0.083
768141558,0,51,M,3,College,Single,$40K - $60K,Blue,45,4,3,0,3272.0,1896.0,1376.0,0.725,4220.0,,,0.579
768162108,1,49,M,3,College,Married,$120K +,Blue,43,5,3,3,4781.0,0.0,4781.0,0.788,2451.0,,,0.0
768167358,0,37,M,4,Doctorate,Single,$60K - $80K,Blue,31,6,3,0,1702.0,,684.0,,,,0.72,0.598
768181608,0,43,F,3,Graduate,Unknown,Less than $40K,Blue,37,2,3,3,3461.0,1767.0,1694.0,0.829,13179.0,122.0,0.694,0.511
768212583,0,49,,2,Graduate,Married,,Blue,43,4,4,4,15377.0,1516.0,13861.0,0.627,1848.0,,1.042,0.099
768243858,1,54,M,3,High School,Married,$80K - $120K,Blue,48,3,4,3,3288.0,2517.0,771.0,0.84,2717.0,,0.438,0.766
768256908,1,45,M,3,Uneducated,Married,Less than $40K,Blue,39,3,3,4,8580.0,1636.0,6944.0,,1880.0,37.0,0.233,0.191
768364233,0,59,M,1,High School,Married,$40K - $60K,Blue,53,6,2,5,5446.0,1885.0,3561.0,0.643,1505.0,,,0.346
768390708,0,47,M,2,Unknown,Single,$80K - $120K,Blue,41,6,1,1,2877.0,1136.0,1741.0,0.756,4006.0,,0.478,
768412608,0,39,F,1,Graduate,Single,,Blue,33,6,3,2,2255.0,1258.0,997.0,0.96,4309.0,79.0,,0.558
768420558,0,59,,0,Graduate,Single,Less than $40K,Blue,53,6,3,4,4830.0,1469.0,3361.0,0.634,3365.0,63.0,0.75,0.304
768457008,0,27,M,1,Graduate,Single,$40K - $60K,Blue,21,2,3,1,10284.0,,9497.0,,13355.0,,0.84,0.077
768460908,0,59,M,1,Graduate,Single,$40K - $60K,Blue,53,3,3,3,6035.0,1392.0,4643.0,0.361,1551.0,32.0,0.6,0.231
768475383,0,62,F,0,Unknown,Single,$40K - $60K,Blue,56,6,1,2,4467.0,0.0,4467.0,0.888,4007.0,74.0,0.542,0.0
768490458,1,49,M,2,Uneducated,Married,$80K - $120K,Blue,43,1,3,3,5701.0,2517.0,3184.0,,961.0,32.0,0.524,0.442
768498258,0,47,F,1,High School,Married,,Blue,41,3,2,3,2950.0,,1308.0,0.8,4740.0,83.0,0.694,
768563658,0,56,M,2,Uneducated,Married,$40K - $60K,Blue,50,4,2,3,4458.0,1880.0,2578.0,,1424.0,29.0,1.417,
768582033,0,47,,3,High School,Married,,Blue,41,6,3,4,6692.0,,4795.0,1.035,3902.0,76.0,0.689,
768612258,0,52,F,3,Unknown,Single,,Blue,46,3,3,3,2700.0,1623.0,1077.0,0.848,4171.0,78.0,,0.601
768632958,1,59,F,1,Graduate,Single,Unknown,Blue,49,3,4,6,8708.0,,7617.0,0.904,,49.0,0.885,0.125
768638208,0,50,F,2,Uneducated,Married,,Blue,44,3,1,2,3386.0,2517.0,869.0,0.743,4890.0,65.0,0.667,
768655158,0,29,M,0,Unknown,Married,,Blue,23,3,3,2,6224.0,,5132.0,0.919,2222.0,,0.56,0.175
768661758,0,53,M,0,Uneducated,Divorced,$120K +,Blue,47,5,2,1,26129.0,1752.0,24377.0,0.742,4919.0,75.0,0.744,0.067
768675483,0,41,M,4,College,Divorced,$60K - $80K,Blue,35,5,3,2,2001.0,0.0,2001.0,0.791,4455.0,,0.64,0.0
768712383,1,51,M,5,Graduate,Divorced,$120K +,Blue,45,6,3,6,34516.0,0.0,34516.0,,8173.0,91.0,1.022,0.0
768720708,0,41,F,3,High School,Married,,Blue,30,4,4,2,3280.0,2327.0,953.0,0.784,,,1.0,
768728508,0,45,F,5,Doctorate,Married,,Gold,39,6,3,2,15987.0,1096.0,14891.0,,,,0.776,0.069
768733533,0,53,M,5,Uneducated,Unknown,$80K - $120K,Blue,47,2,3,2,2340.0,1612.0,728.0,0.696,8851.0,88.0,,0.689
768886533,0,37,M,3,Graduate,Married,$60K - $80K,Blue,31,3,1,3,4940.0,1199.0,3741.0,1.57,3246.0,,,0.243
768921933,0,34,M,2,High School,Married,$60K - $80K,Blue,28,3,3,3,2853.0,2420.0,433.0,0.858,1750.0,47.0,0.808,0.848
768928833,0,37,M,2,High School,Married,$80K - $120K,Blue,31,3,2,4,7304.0,0.0,7304.0,1.144,,63.0,,
768949983,0,31,F,2,Unknown,Single,,Blue,25,5,3,1,3288.0,,793.0,0.805,4370.0,83.0,,
768965208,0,51,F,1,Graduate,Married,$40K - $60K,Blue,45,5,2,2,6778.0,865.0,5913.0,0.992,3158.0,,0.775,0.128
769035933,0,54,,2,Unknown,Single,Less than $40K,Blue,48,5,3,2,4597.0,1316.0,3281.0,0.646,3507.0,68.0,,0.286
769053033,1,44,F,1,Graduate,Single,$40K - $60K,Blue,38,3,2,5,4142.0,2517.0,1625.0,0.809,,,0.833,
769063308,0,45,M,3,Post-Graduate,Married,$80K - $120K,Blue,39,6,2,2,29003.0,2323.0,26680.0,0.671,,,0.714,
769137108,1,43,F,2,Post-Graduate,Married,Less than $40K,Blue,37,3,3,1,1438.3,,1438.3,,,28.0,0.273,0.0
769170558,0,53,M,3,Graduate,Single,$60K - $80K,Blue,47,6,4,3,16320.0,0.0,16320.0,0.757,1279.0,41.0,0.708,
769183908,0,51,F,2,Doctorate,Single,Unknown,Blue,45,6,3,1,2109.0,683.0,1426.0,,4321.0,,0.812,
769189083,0,46,F,2,Graduate,Single,Less than $40K,Blue,40,4,2,4,1438.3,639.0,799.3,0.768,,,,0.444
769196433,0,55,F,2,Post-Graduate,Married,Less than $40K,Blue,49,4,1,1,2414.0,2276.0,138.0,0.567,2000.0,62.0,0.59,
769200858,0,34,F,4,Graduate,Single,Less than $40K,Blue,28,3,2,3,1438.3,0.0,1438.3,,4626.0,,,
769206483,0,58,M,3,Unknown,Married,$120K +,Blue,52,3,3,3,15733.0,2101.0,13632.0,,13986.0,,,0.134
769323183,0,51,M,4,Uneducated,Single,,Blue,45,6,2,3,12101.0,2517.0,9584.0,0.733,2086.0,,0.76,0.208
769330908,0,49,F,4,High School,Married,Less than $40K,Blue,43,5,3,4,2574.0,1555.0,1019.0,0.583,4134.0,62.0,0.55,0.604
769411758,0,43,M,1,Graduate,Single,$60K - $80K,Blue,37,4,3,4,20013.0,922.0,19091.0,0.655,1518.0,39.0,0.625,0.046
769425858,0,45,M,3,College,Single,$60K - $80K,Blue,32,4,1,2,1438.3,,1438.3,,1468.0,26.0,0.625,0.0
769433508,0,43,M,1,College,Single,$60K - $80K,Blue,37,6,3,3,2733.0,,914.0,0.767,933.0,,0.923,0.666
769438608,1,48,F,1,Graduate,Married,Less than $40K,Blue,42,3,3,2,1942.0,,1082.0,0.708,2522.0,42.0,0.312,0.443
769448658,0,43,,2,Unknown,Married,Less than $40K,Blue,37,5,2,3,4188.0,0.0,4188.0,,,,0.683,0.0
769463433,0,41,F,2,Post-Graduate,Single,Less than $40K,Blue,35,6,3,2,8666.0,0.0,8666.0,,3593.0,71.0,0.578,0.0
769574883,0,41,M,2,High School,Married,$40K - $60K,Blue,32,3,1,3,12804.0,2517.0,10287.0,0.892,,37.0,,0.197
769575783,1,49,F,3,College,Married,Less than $40K,Blue,41,3,3,3,1603.0,749.0,854.0,0.733,2644.0,,0.483,0.467
769576608,0,62,,1,Uneducated,Single,$60K - $80K,Blue,49,4,1,2,12814.0,,11804.0,,3566.0,,0.551,0.079
769577358,0,31,F,0,Graduate,Single,Less than $40K,Blue,17,4,2,3,2787.0,1761.0,1026.0,0.67,4358.0,,0.648,
769578108,0,40,M,4,Unknown,Single,$60K - $80K,Blue,26,2,2,3,20929.0,,19277.0,0.523,4001.0,,0.689,
769578858,0,40,,2,Graduate,Married,$40K - $60K,Silver,33,4,3,1,18737.0,,18737.0,0.797,,76.0,0.767,0.0
769579608,0,53,,1,Graduate,Single,Less than $40K,Blue,46,3,6,4,2240.0,,639.0,0.833,3795.0,,0.75,0.715
769587258,0,38,M,3,College,Single,$60K - $80K,Silver,32,4,2,2,30082.0,1671.0,28411.0,0.707,,126.0,0.8,0.056
769667583,1,34,M,3,Post-Graduate,Single,$40K - $60K,Blue,28,2,3,2,3744.0,0.0,3744.0,,8202.0,,0.769,0.0
769676358,0,38,M,2,High School,Single,$60K - $80K,Blue,32,1,1,2,1438.3,1309.0,129.3,0.842,5066.0,76.0,,
769684158,0,42,M,4,College,Single,$40K - $60K,Blue,36,3,3,2,2502.0,,1014.0,0.56,3763.0,,0.875,0.595
769701258,0,26,F,0,Unknown,Unknown,Unknown,Blue,18,3,3,3,12463.0,1319.0,11144.0,0.655,,71.0,0.543,
769732233,0,40,M,5,Graduate,Married,,Blue,34,6,2,4,11942.0,1651.0,10291.0,0.598,1085.0,,0.208,0.138
769756983,0,38,M,3,Graduate,Married,$60K - $80K,Blue,32,3,1,2,7709.0,2227.0,5482.0,1.295,2520.0,61.0,0.848,
769883733,1,46,M,3,Post-Graduate,Single,$40K - $60K,Blue,40,3,4,2,2344.0,0.0,2344.0,0.412,2098.0,,0.409,
769892058,0,40,M,3,Uneducated,Single,$80K - $120K,Blue,34,4,2,2,9124.0,2126.0,6998.0,0.449,4564.0,,0.548,0.233
769935783,0,40,M,3,Unknown,Single,,Blue,34,2,2,1,9594.0,2517.0,7077.0,0.945,,100.0,,0.262
769962933,0,40,F,3,Graduate,Single,Less than $40K,Blue,34,4,1,4,6728.0,,5536.0,0.687,5244.0,,0.471,0.177
769980333,0,36,M,1,Uneducated,Single,$80K - $120K,Blue,30,4,2,5,13005.0,,10853.0,1.424,,,0.767,0.165
769985883,0,45,M,2,Graduate,Single,$80K - $120K,Blue,39,6,3,3,1613.0,0.0,1613.0,0.635,,65.0,0.444,0.0
770024733,1,53,F,2,Uneducated,Single,$40K - $60K,Blue,47,1,2,3,1699.0,,1699.0,0.602,,,0.531,
770135358,0,46,,1,Graduate,Married,,Blue,40,6,2,2,5157.0,1485.0,3672.0,,4417.0,77.0,0.711,0.288
770146008,0,59,M,1,Graduate,Single,$40K - $60K,Blue,53,4,3,2,2136.0,1502.0,634.0,0.648,1908.0,37.0,0.37,
770180808,0,37,F,4,Graduate,Single,Unknown,Blue,31,3,3,2,1438.3,0.0,1438.3,0.919,5001.0,91.0,0.625,0.0
770190258,0,49,,3,Graduate,Married,Less than $40K,Blue,43,2,1,1,7037.0,0.0,7037.0,0.752,7678.0,93.0,0.691,0.0
770205708,0,31,M,0,Unknown,Married,Less than $40K,Blue,25,2,3,0,4093.0,0.0,4093.0,0.697,15495.0,112.0,0.778,0.0
770220558,1,57,M,3,Unknown,Single,,Blue,51,1,6,1,5859.0,0.0,5859.0,,8004.0,82.0,0.708,
770262183,0,31,M,0,Uneducated,Single,,Blue,25,5,2,2,5715.0,,3974.0,0.816,2324.0,,1.03,0.305
770268933,0,44,M,5,Unknown,Married,$60K - $80K,Silver,38,3,2,2,33521.0,928.0,32593.0,0.732,,,,0.028
770278833,0,43,M,4,Unknown,Married,$120K +,Blue,37,3,1,3,20695.0,1250.0,19445.0,,3924.0,,0.783,0.06
770293758,0,44,M,3,High School,Single,Less than $40K,Blue,38,6,1,2,2111.0,1047.0,1064.0,0.971,4830.0,82.0,0.952,0.496
770560683,0,51,M,1,Graduate,Married,$120K +,Gold,37,2,3,1,34516.0,2417.0,32099.0,0.947,13021.0,,0.625,0.07
770575233,0,37,M,2,Graduate,Single,,Blue,23,6,1,2,5663.0,,4514.0,0.767,2553.0,61.0,,0.203
770581983,0,55,F,4,Graduate,Married,$40K - $60K,Blue,41,1,1,3,1438.3,0.0,1438.3,0.861,4885.0,,0.63,0.0
770596458,1,45,F,2,Doctorate,Married,Less than $40K,Blue,31,4,3,4,2704.0,,442.0,0.87,2362.0,,0.444,
770662383,0,38,M,2,Graduate,Single,$40K - $60K,Blue,24,6,3,2,14632.0,,13474.0,0.501,1399.0,,0.5,0.079
770667408,0,47,M,4,College,Married,$80K - $120K,Blue,33,3,1,3,8854.0,2382.0,6472.0,,4768.0,81.0,0.929,0.269
770705208,0,44,F,2,Unknown,Single,Less than $40K,Gold,30,1,3,3,15365.0,630.0,14735.0,,7890.0,,0.685,0.041
770717883,0,42,F,2,College,Married,$40K - $60K,Blue,28,6,2,1,1820.0,,1820.0,,4592.0,67.0,0.811,0.0
770721858,0,65,M,1,Graduate,Married,Less than $40K,Blue,56,3,2,5,3539.0,2517.0,1022.0,0.346,,,0.632,
770740308,0,49,F,4,Graduate,Unknown,,Blue,35,3,3,2,2631.0,,932.0,,4691.0,92.0,0.704,0.646
770743983,0,34,F,3,Uneducated,Single,,Blue,20,1,2,3,8698.0,874.0,7824.0,,15683.0,94.0,,0.1
770762133,0,52,F,3,High School,Married,Unknown,Blue,38,2,1,2,3505.0,2517.0,988.0,0.612,5034.0,,0.681,
770764908,0,39,M,2,Unknown,Married,,Blue,25,5,2,3,3071.0,2517.0,554.0,0.583,1765.0,,0.565,
770766633,0,28,F,1,Post-Graduate,Single,Less than $40K,Blue,14,2,3,3,3848.0,0.0,3848.0,,14054.0,105.0,0.694,0.0
770769483,0,35,M,2,Post-Graduate,Married,,Blue,21,3,1,3,2256.0,775.0,1481.0,0.879,1749.0,,0.435,
770774133,0,53,M,3,Graduate,Single,$80K - $120K,Silver,39,1,2,3,34516.0,,33318.0,,4826.0,70.0,,
770778108,0,49,M,4,Post-Graduate,Married,$60K - $80K,Blue,35,4,2,3,2527.0,1419.0,1108.0,0.797,3585.0,,0.943,0.562
770781558,0,35,,2,Graduate,Married,Less than $40K,Blue,21,5,1,2,3230.0,2517.0,713.0,0.677,1914.0,,,
770817783,0,47,M,4,Graduate,Married,,Silver,33,3,2,1,34516.0,1679.0,32837.0,0.623,1060.0,,0.5,
770824833,0,32,M,1,Graduate,Divorced,$40K - $60K,Blue,19,2,3,5,3657.0,1135.0,2522.0,0.795,16236.0,94.0,,0.31
770828358,0,38,M,1,Graduate,Unknown,$80K - $120K,Blue,25,4,2,4,8138.0,0.0,8138.0,0.596,4839.0,61.0,,0.0
770842833,1,49,F,3,High School,Married,Unknown,Silver,36,2,3,3,34516.0,1273.0,33243.0,0.977,4777.0,,0.457,
770848308,0,45,M,2,Graduate,Married,,Platinum,31,2,2,1,34516.0,1308.0,33208.0,0.746,8773.0,105.0,0.78,0.038
770858283,0,40,F,4,High School,Married,$40K - $60K,Blue,27,5,2,2,2822.0,2182.0,640.0,0.768,5371.0,93.0,,
770871708,0,62,M,0,Graduate,Married,$40K - $60K,Blue,48,5,1,5,2591.0,,2591.0,,2123.0,56.0,,0.0
770874483,0,54,F,1,Post-Graduate,Married,Unknown,Blue,40,4,1,2,2876.0,1267.0,1609.0,,,74.0,0.51,
770882508,0,38,M,2,College,Married,$80K - $120K,Blue,24,4,1,5,17162.0,773.0,16389.0,1.238,2457.0,54.0,,0.045
770901258,0,30,F,1,Graduate,Married,Less than $40K,Blue,17,3,1,3,1512.0,810.0,702.0,1.294,2558.0,44.0,0.571,0.536
770909433,0,50,F,2,College,Married,$40K - $60K,Blue,37,6,2,1,3600.0,1904.0,1696.0,,4946.0,75.0,0.531,
770929383,0,41,M,2,Graduate,Single,$60K - $80K,Blue,28,2,1,1,7293.0,993.0,6300.0,0.507,4828.0,,,0.136
770937183,0,40,,4,Graduate,Single,Less than $40K,Silver,27,3,1,2,10745.0,2084.0,8661.0,0.847,3502.0,87.0,0.933,0.194
770938533,0,45,M,1,College,Unknown,$120K +,Blue,32,3,1,3,3304.0,1370.0,1934.0,0.954,3914.0,,,0.415
770942283,0,46,F,2,Unknown,Single,Less than $40K,Blue,33,4,3,2,3670.0,0.0,3670.0,,4811.0,68.0,0.889,0.0
770968383,1,41,M,4,Graduate,Married,$80K - $120K,Silver,28,3,2,3,34516.0,,33691.0,,2022.0,,,0.024
770970558,0,41,M,2,Unknown,Single,$80K - $120K,Blue,28,1,2,3,13679.0,2267.0,11412.0,,15180.0,103.0,0.689,0.166
770975133,0,36,,0,Graduate,Unknown,,Blue,23,5,2,4,5403.0,,3549.0,,4382.0,74.0,,
770977833,0,36,M,2,Graduate,Married,Less than $40K,Blue,23,2,2,3,3920.0,0.0,3920.0,0.813,16500.0,102.0,0.729,0.0
770985633,0,39,M,2,Unknown,Married,$40K - $60K,Blue,26,6,1,2,5510.0,,3483.0,0.898,1980.0,42.0,,0.368
771020133,0,45,F,5,Uneducated,Single,Less than $40K,Blue,32,3,3,0,2859.0,,1083.0,0.79,,79.0,0.756,
771028533,1,48,F,3,Post-Graduate,Married,Less than $40K,Silver,35,5,1,3,10357.0,0.0,10357.0,0.506,911.0,,,0.0
771032658,0,54,M,3,Unknown,Married,$80K - $120K,Blue,41,3,3,2,10448.0,1569.0,8879.0,0.482,1604.0,,,0.15
771037008,0,46,M,1,Uneducated,Married,$80K - $120K,Blue,33,3,1,2,13324.0,0.0,13324.0,,4245.0,,1.0,
771040758,0,62,F,0,Graduate,Single,Unknown,Silver,49,5,1,2,30310.0,0.0,30310.0,0.777,3703.0,91.0,0.492,
771045708,1,41,,5,Graduate,Married,Less than $40K,Blue,28,2,3,3,1504.0,970.0,534.0,,2801.0,,1.217,0.645
771051783,0,53,M,3,High School,Married,$120K +,Blue,40,6,2,5,4182.0,,3441.0,0.885,1297.0,24.0,1.182,
771058908,0,55,F,3,High School,Single,,Blue,42,3,3,2,2873.0,2455.0,418.0,,4563.0,72.0,0.756,0.855
771061008,1,40,F,2,Doctorate,Married,,Blue,27,4,2,3,2208.0,0.0,2208.0,0.695,2659.0,56.0,0.806,
771062733,0,44,F,2,Graduate,Single,Less than $40K,Blue,31,1,2,1,4291.0,1285.0,3006.0,,15511.0,101.0,0.629,0.299
771067308,0,38,F,3,High School,Single,$40K - $60K,Blue,25,1,1,2,3040.0,,1132.0,0.758,,,0.659,0.628
771071958,0,41,,3,Graduate,Single,Less than $40K,Blue,28,6,1,2,7768.0,1669.0,6099.0,0.797,1051.0,,0.833,0.215
771073908,0,62,,0,Unknown,Married,$40K - $60K,Blue,48,4,1,2,1438.3,0.0,1438.3,0.425,1406.0,27.0,0.5,0.0
771075258,0,55,M,2,College,Single,$120K +,Silver,42,2,3,2,34516.0,1527.0,32989.0,,1268.0,42.0,0.355,
771079833,0,40,F,3,High School,Single,Less than $40K,Blue,27,3,3,3,1438.3,0.0,1438.3,0.845,4332.0,78.0,0.696,0.0
771081558,0,55,M,2,High School,Divorced,$120K +,Blue,42,3,2,2,34516.0,1190.0,33326.0,0.832,2862.0,78.0,0.733,
771086208,0,57,F,2,Graduate,Married,,Blue,44,3,4,4,6256.0,1530.0,4726.0,0.647,,43.0,0.344,0.245
771099183,0,37,F,2,Graduate,Single,,Blue,24,5,2,3,8444.0,1945.0,6499.0,0.703,,74.0,,0.23
771106458,0,54,F,4,College,Married,Less than $40K,Blue,41,1,5,2,2444.0,1313.0,1131.0,0.689,,61.0,0.794,
771108933,0,47,F,4,Graduate,Married,Less than $40K,Blue,34,5,3,4,1926.0,879.0,1047.0,,4385.0,71.0,,
771163533,0,52,F,1,Unknown,Married,$40K - $60K,Blue,39,3,2,1,1438.3,635.0,803.3,,4617.0,,,0.441
771169458,0,41,M,4,College,Married,$120K +,Blue,28,5,3,0,28020.0,1470.0,26550.0,,1723.0,,,0.052
771180033,0,47,F,4,Unknown,Divorced,,Blue,34,6,1,2,3502.0,,1651.0,2.023,1814.0,31.0,,
771183933,0,39,M,1,Uneducated,Married,$80K - $120K,Blue,26,6,2,3,16040.0,1220.0,14820.0,0.862,1923.0,49.0,0.4,
771196083,0,47,M,4,Graduate,Married,$80K - $120K,Blue,34,6,3,3,18178.0,0.0,18178.0,0.922,1837.0,,0.682,
771197433,0,54,F,1,Graduate,Married,Less than $40K,Blue,41,3,2,4,4658.0,,4070.0,0.856,1351.0,30.0,1.5,0.126
771201408,0,53,F,3,Graduate,Divorced,Less than $40K,Blue,40,3,2,3,2684.0,2126.0,558.0,0.69,5299.0,75.0,0.875,0.792
771212508,0,34,F,2,Unknown,Single,,Blue,21,6,3,4,6131.0,1270.0,4861.0,0.913,2825.0,,,0.207
771214083,0,45,,2,High School,Unknown,$60K - $80K,Blue,32,1,2,3,1870.0,0.0,1870.0,0.761,4891.0,,,
771215583,0,39,M,3,High School,Single,$60K - $80K,Blue,26,6,1,4,24534.0,1475.0,23059.0,,3505.0,,0.935,0.06
771219033,0,42,M,1,Uneducated,Unknown,$80K - $120K,Blue,29,4,3,3,17506.0,1979.0,15527.0,0.447,4199.0,73.0,,
771220758,0,40,F,3,Doctorate,Single,Unknown,Blue,27,1,1,2,2896.0,2100.0,796.0,0.728,,83.0,,0.725
771228183,0,30,F,0,Graduate,Divorced,Less than $40K,Blue,17,4,1,3,4704.0,,4704.0,1.177,3294.0,,,0.0
771230508,0,46,F,4,College,Married,,Blue,33,4,1,1,2423.0,429.0,1994.0,0.625,,,0.739,
771232533,0,46,F,2,Graduate,Married,Less than $40K,Blue,33,3,3,3,2267.0,1283.0,984.0,0.761,4249.0,,,
771234558,0,65,F,0,Graduate,Single,Less than $40K,Blue,56,6,3,2,7478.0,0.0,7478.0,0.847,2213.0,,0.771,0.0
771237933,0,47,M,1,Uneducated,Unknown,$80K - $120K,Blue,34,4,1,3,20620.0,1085.0,19535.0,1.276,1477.0,23.0,0.533,0.053
771244383,0,52,F,1,College,Unknown,,Blue,39,1,2,1,8506.0,0.0,8506.0,0.719,,113.0,0.638,0.0
771246708,0,40,M,5,Graduate,Unknown,$120K +,Blue,27,5,2,3,31954.0,2297.0,29657.0,0.516,4371.0,82.0,0.64,0.072
771284658,1,47,F,1,Unknown,Married,Less than $40K,Blue,35,6,2,4,1850.0,896.0,954.0,,,,,0.484
771288258,0,48,,3,Unknown,Unknown,$40K - $60K,Blue,36,6,2,2,2545.0,,651.0,,4660.0,68.0,,0.744
771304383,0,45,F,3,High School,Married,Less than $40K,Blue,33,1,2,3,4174.0,2507.0,1667.0,0.832,7905.0,86.0,0.755,
